pdb	chain	pLDDT_before	pLDDT_after	tm_score_before	tm_score_after	lddt_before	lddt_after
6gs7	A	87.53		0.95244		0.9141948731726542	
6mqe	D	84.01		0.32761		0.7001488095238095	
2vxq	A	92.36		0.98116		0.9686876215390364	
6ocd	A	91.55		0.9749		0.9471071493519364	
4jo3	Q	67.76		0.34467		0.564484126984127	
3vi4	D	84.94		0.28909		0.8964304683606534	
1xcq	Q	57.11		0.23726		0.5390039127193181	
6t9d	D	91.74		0.91842		0.9415355522262582	
4nzt	M	44.96		0.606		0.47191996298361316	
1jrh	I	86.79		0.93218		0.8861814278652652	
1mch	P	71.36		0.64029		0.5833333333333333	
4xvj	A	89.34		0.23482		0.5961247086247086	
6nha	A	82.45		0.64118		0.9109579678286741	
7u2d	A	26.83		0.2584		0.27027015770840196	
7mkm	A	28.23		0.30637		0.28815928156025383	
6b3k	R						
7tpg	B	94.95		0.90284		0.8802675245600282	
5xs7	A	73.37		0.78329		0.7253844637115857	
6xzf	A	49.74		0.6229		0.5153078832128449	
7r4r	C						
5omn	B	26.84		0.29525		0.24544292178273105	
5wtt	C	67.63		0.43013		0.7321428571428572	
5xcv	C	67.22		0.27548		0.6	
7kgv	B	84.32		0.7973		0.7007624875886753	
5kem	F	26.57		0.21806		0.2629168776327198	
6lz2	C	36.03		0.39696		0.3984977594996035	
4rav	E	88.05		0.49179		0.6991426166426166	
3gi8	C	84.17		0.93757		0.8246542918120028	
6uyd	E	27.83		0.24524		0.27649843342771097	
5lhr	A	90.35		0.98181		0.9440062582564093	
7zmn	B	86.0		0.67502		0.9052591292885127	
6xw7	A	26.3		0.27647		0.2677254745223671	
7qia	A	86.05		0.95442		0.9081328914295687	
7so5	A	72.37		0.90887		0.7616074404240996	
4h0h	D	63.54		0.40039		0.5833333333333333	
7qbe	A	82.44		0.80821		0.8476851495182641	
7s8h	a	37.86		0.30023		0.4224820077518669	
5tzu	C	92.05		0.98112		0.9660798167046982	
5w9i	A	30.9		0.23037		0.3106749624192258	
6kn9	C	70.91		0.48495		0.720909333320136	
4zff	C	91.64		0.97287		0.9716964655349128	
6gff	G	76.73		0.46336		0.6983483890332757	
7cjf	C	26.83		0.26923		0.2711253743307527	
5jw4	K	50.32		0.57083		0.5181684511870392	
4z7q	A	85.7		0.97357		0.9153347499283226	
6orq	G	27.08		0.12497		0.22614082540745206	
7tbf	A	26.28		0.25239		0.2537473824941099	
4k8r	B	83.58		0.10888		0.8695513836368743	
2j5l	A	48.05		0.22597		0.38568196992078035	
7ktx	A	83.3		0.849		0.7874269665909075	
7v26	E						
7lx5	B	26.05		0.27338		0.25508489164048925	
5i8c	C	84.01		0.26159		0.8177083333333333	
4lcu	C	92.06		0.93159		0.9637462506081337	
6n2x	M	86.96		0.53234		0.901415603297953	
1mjj	H	88.15		0.86848		0.9237063863783026	
7d5p	A	78.0		0.78043		0.6270905184044678	
7myz	D	91.82		0.98114		0.9593210639388607	
6pef	C	84.01		0.35722		0.6915178571428572	
6ww5	A	85.76		0.97794		0.9159343953747009	
5w1m	T	31.15		0.29374		0.31649042311207803	
7cu5	Q	80.98		0.92051		0.8654853742377013	
4r2g	A	25.8		0.29492		0.24553738402134184	
6tys	B	68.96		0.59391		0.7156967951520496	
7ki4	A	68.59		0.58353		0.7057824974120057	
7lwd	A	84.44		0.97744		0.8721711258310225	
7kn7	A	30.55		0.27201		0.2672617179202721	
6b0g	E	56.2		0.47854		0.5957412407417504	
5lwy	A						
6plh	C	69.94		0.23433		0.8799851190476191	
6by2	C	91.42		0.93666		0.9527824810657854	
6fgb	A	84.98		0.96599		0.9102156566290812	
6n35	M	86.84		0.5428		0.8984932399567054	
7x8s	A	78.23		0.79189		0.7855120017423539	
7vyt	A	91.98		0.9666		0.9437772156750266	
7rm1	P	97.03		0.11203		0.36657787678008263	
3ghe	P	85.8		0.31912		0.716751813001813	
7d3r	1	66.64		0.73511		0.7461280026512916	
5czv	A	80.69		0.84582		0.8314751625116203	
4jfz	P	78.24		0.2324		0.6830357142857142	
4ydi	G	24.52		0.29171		0.20597058330543175	
5j74	b	92.3		0.92242		0.9006245631886632	
5utf	B	55.74		0.35272		0.4737248657891263	
3w11	E	88.45		0.0517		0.926993856976334	
6cnk	D	80.41		0.93613		0.8561612564733143	
5vnw	B	86.69		0.93125		0.8788958219063879	
7f0t	A	83.58		0.30017		0.8004067551180021	
3ghb	P	69.04		0.29172		0.6450892857142857	
2r0w	Q	68.44		0.21996		0.7363095238095239	
7rks	R	28.37		0.31513		0.2827847346163947	
3o6m	C	69.83		0.33131		0.6597222222222222	
6b20	A	88.72		0.8987		0.9250576438237788	
1dqj	C	95.14		0.98471		0.9720133791340119	
7vuy	A	78.64		0.28564		0.796988502642165	
7t6u	A	78.95		0.80053		0.7934396034061066	
7na9	A	50.9		0.66951		0.4924329943595285	
2dqt	H	86.22		0.71068		0.9019889923603918	
7lfb	X	69.09		0.45031		0.7179341599229542	
1yee	H	86.89		0.92992		0.9187587412865407	
6b14	R						
2vdq	A	86.11		0.98006		0.9168997853889895	
1dbj	H	85.57		0.66123		0.8946745364650787	
5te6	G	24.85		0.29812		0.23324823555492724	
4lbe	C	91.57		0.92595		0.9509558755883996	
5fyl	B	56.45		0.33807		0.48386462376532624	
6m0z	A	84.96		0.96033		0.8994298033700422	
6pv7	D	80.4		0.89286		0.8947472102394758	
6ym0	E	26.94		0.27994		0.26800640138010845	
6os0	A	87.23		0.77789		0.7958949065895392	
6o9h	C	93.64		0.95662		0.9557562374688988	
7dfa	A	78.52		0.86386		0.8163409482793379	
7mzf	A	26.05		0.28417		0.24349143185119146	
7km5	A	26.1		0.27374		0.24889104082253496	
1kn2	L	90.54		0.50823		0.9427369559429106	
5dhx	C	85.31		0.93217		0.9417640051659568	
7neq	A	82.47		0.94727		0.8483352167419209	
6ncp	E	81.03		0.4475		0.9049603174603175	
4xmp	G	25.38		0.27061		0.221185879413855	
5mp2	B	82.44		0.50419		0.7902009272774217	
6ztr	I	91.92		0.96542		0.9574725850495455	
7u8j	A	49.2		0.58067		0.5345504805381387	
6mug	G	25.67		0.12554		0.21117917129582625	
6nb3	A						
7lm8	A	27.07		0.27561		0.2717652642360602	
7n0i	E	36.15		0.34928		0.4994254571674592	
7lxy	B						
7kqk	P	86.42		0.41325		0.7154431216931216	
6jb5	B	95.14		0.98643		0.9653564975428123	
6pdu	C	84.01		0.45575		0.6642857142857144	
7wef	E	26.76		0.25303		0.26074121605139927	
4olw	G	25.7		0.3107		0.24233769229995425	
7lpn	C	25.0		0.11096		0.2096424427689057	
6qv2	D	83.78		0.88211		0.8497748145461572	
7ceb	B	86.62		0.31375		0.9150720283782136	
5omm	A	26.73		0.3183		0.2503224952591468	
7d0b	A						
6zg3	D	73.56		0.28102		0.8494795003372978	
5eoq	A	75.71		0.38403		0.8661375661375661	
6dbf	A	95.23		0.98793		0.9789831398542934	
6dwi	J	89.8		0.81733		0.9171493946928272	
7s8l	B	80.62		0.30077		0.7549651191720118	
4zfo	K	87.62		0.92053		0.9543215091182314	
7o9s	A	24.63		0.28096		0.21210078788578504	
6ui1	A						
6utk	T	47.67		0.29722		0.46294618961236306	
6wg2	P	56.4		0.30107		0.7306468704906204	
7nki	A	32.9		0.21016		0.3619028624270549	
4dk3	C	81.8		0.82964		0.8778521761901087	
7rxi	A	90.83		0.93564		0.9377648916266242	
6otc	A	48.32		0.41581		0.47015711023593487	
7qu1	C	30.46		0.3365		0.3135611043629683	
6ldx	B	79.47		0.29063		0.6333333333333333	
7qji	A	86.59		0.95907		0.9099568892870834	
6zbv	A	88.07		0.92769		0.8465338086223059	
6e62	P	80.93		0.92171		0.8520618049309776	
7f2o	A	78.91		0.79551		0.795866704259102	
7ket	C	78.98		0.87996		0.8373248282917181	
4olz	G	25.7		0.30797		0.24190374406306236	
7bbg	A	89.34		0.95429		0.9512099182699755	
1riu	H	87.5		0.84973		0.9174625741810912	
7wph	A	26.05		0.26807		0.24410962553341736	
7nd8	B						
5hvg	A	92.02		0.98419		0.9414990072846718	
6nnj	G	25.59		0.14948		0.2117523272239655	
1u91	C	70.14		0.49446		0.7499999999999999	
2jel	P	93.27		0.97361		0.954422562729229	
6mam	I	27.8		0.25225		0.2524196184835107	
7rxl	E	91.1		0.9167		0.9196594199953673	
5kve	E	39.9		0.57902		0.42186422296205384	
3det	A	87.44		0.95199		0.9204993040071199	
3ria	D	87.88		0.95699		0.9288368422642821	
7lj4	B	80.47		0.67529		0.8738842798482714	
7c2t	B	70.6		0.56118		0.628698170900881	
7cmv	A	79.05		0.80272		0.8116596833152465	
7fg3	A						
1nsn	S	93.42		0.96928		0.9045561499087879	
3tyg	A	31.91		0.36272		0.3490195665600417	
7zmt	B	85.84		0.66391		0.906265739278195	
3eys	Q	65.1		0.4452		0.5833333333333333	
6ldw	C	75.35		0.36345		0.7526785714285715	
3idi	C	67.14		0.30578		0.65	
2r0l	A	93.31		0.99086		0.9678593809047645	
6iuv	B	78.45		0.88055		0.7687258376159232	
6uuh	D	91.43		0.16876		0.9368009872143163	
5x2q	A	85.38		0.94688		0.8830522707048598	
4q0x	E	67.4		0.48819		0.7633928571428571	
7pi7	D	75.75		0.94312		0.8266163125414915	
6xob	K	46.12		0.20817		0.4109039265969556	
4tsb	A	95.14		0.98748		0.9796323548924067	
2a9n	H	85.57		0.90812		0.8816816129225283	
2nxz	A	30.98		0.27462		0.24549412508530027	
3ijy	B	84.47		0.844		0.8793701652288638	
7f9z	A	80.88		0.81118		0.774542575667041	
3c2a	P	67.36		0.25115		0.5716588966588966	
7urq	A	27.22		0.26965		0.2570176024663538	
6ddr	C	92.67		0.98637		0.9827966993911442	
5uty	B	56.75		0.33065		0.47388339836230775	
3o45	C	74.4		0.29562		0.8254265873015874	
5nj3	B	83.47		0.93653		0.8159376644025955	
7buf	B	72.63		0.5482		0.6378654658294368	
5o03	A	26.8		0.27844		0.23314413973588924	
1dbk	H	85.57		0.66416		0.8902588499077798	
7n8i	A	28.11		0.31593		0.24515771570711375	
7czt	C						
1p2c	C	95.14		0.98577		0.971850449224246	
6j7w	D	87.24		0.8747		0.9457555797415989	
6eti	A	82.47		0.9536		0.8650283932942023	
7k8m	E	28.8		0.34338		0.2815958159689282	
7bz5	A	27.29		0.28495		0.26468211295269745	
6i3z	A	85.54		0.96129		0.893409610594184	
7nk8	A	32.9		0.21016		0.36189345684113017	
5da0	A	84.41		0.77615		0.8666513304535082	
5f7m	A	53.61		0.76618		0.5923413037956089	
5x2m	C	85.23		0.943		0.879482751655898	
7aej	A	67.05		0.6598		0.6665124577857064	
3k3q	B	53.58		0.73402		0.5953754838647094	
5ob5	A	86.56		0.8953		0.9014502917777959	
1qfu	A						
6p50	C	37.97		0.48603		0.3983997596419327	
4p59	A	91.58		0.50244		0.882547534540738	
6bpa	D	53.82		0.44612		0.4130301022672947	
6cyf	B	36.36		0.34938		0.40701099304235727	
1t66	C	91.87		0.52484		0.9573495901610447	
7ew7	A	81.37		0.78259		0.753231326415814	
6ch7	B	58.99		0.2929		0.44264775125170114	
4oqt	A	88.14		0.92243		0.9311118423726403	
6ehg	A	81.62		0.91974		0.8803605799132487	
6vy4	B	63.88		0.85775		0.7128952819735082	
7zr9	B						
5my4	C	65.17		0.4289		0.85	
1osp	O	86.32		0.95152		0.8941422861263064	
7lia	A	84.6		0.98402		0.891264017159797	
2arj	Q	83.68		0.89776		0.8668742354912392	
7r6x	R	25.91		0.26064		0.25785747359237454	
5kw9	A	28.16		0.29875		0.23719207559641567	
3vg9	A	84.69		0.91802		0.8084903728293138	
5sx5	M	91.81		0.96835		0.9185248769922857	
4nhc	P	79.9		0.45477		0.6390520194091623	
3w12	E	88.45		0.95137		0.9027639234097313	
6i2g	B	85.1		0.66445		0.9608197358197358	
6p3r	E	66.42		0.75941		0.6257680704891919	
6vpx	C	24.73		0.21682		0.22371951690748182	
1bvk	C	95.14		0.96881		0.934739763005152	
2fec	B	87.31		0.95493		0.918700416645167	
3ma9	A	60.26		0.3778		0.40585559537717225	
6li3	A	83.41		0.28717		0.7547169308426959	
7sfv	B	50.56		0.25958		0.5024359063936263	
5tpw	A	86.48		0.94891		0.9084163751083056	
1pkq	E	90.15		0.97101		0.9438779105642873	
7e32	A	76.35		0.79394		0.7791373072602398	
6wit	I	36.57		0.31786		0.309306269379847	
7v61	D	86.27		0.24681		0.8768293521077863	
1nbz	C	95.24		0.98609		0.9754670363516017	
6fn4	A						
6d9w	A	91.62		0.90519		0.7796810513373679	
1oaz	A	73.28		0.79653		0.7050820199844736	
5t6l	G	91.8		0.97454		0.9473298696658609	
1cz8	V	91.18		0.96801		0.9703580146816606	
3c6s	H	82.74		0.65959		0.8680244032722707	
7mxd	F	24.08		0.23195		0.22345609791475404	
3bt2	U	71.89		0.1729		0.7758215585077687	
1rzj	G	29.46		0.28918		0.2454988778361367	
7dty	A	80.63		0.30017		0.7671669827544519	
6omm	A	78.1		0.29625		0.7599794844737542	
4kuc	A	90.82		0.97037		0.9385342242781906	
7tyn	A	79.01		0.10755		0.7691331239654327	
6lfm	A	82.14		0.80715		0.7762107298146895	
7ezv	A	29.75		0.29989		0.285230090783325	
7sbf	A	79.51		0.8157		0.7909020012216443	
7e39	A	26.1		0.27186		0.2510419385848174	
7nx3	A	87.28		0.96623		0.9088343299101198	
4ocm	D	87.43		0.94712		0.9297327664789957	
6gk8	I	66.28		0.22044		0.4500485625485625	
7evy	A	81.37		0.78547		0.7679348722038376	
5j1s	A	83.98		0.92723		0.8885403642161527	
7o3b	G	75.57		0.80442		0.7780734779263152	
5dmg	X	74.76		0.24245		0.5229166666666667	
5td8	A	84.09		0.57379		0.7930357590993429	
7c2l	C						
5lhn	A	88.98		0.95607		0.9058450615388931	
6app	B	59.25		0.74207		0.6940238979530571	
7mw4	B						
7lop	Z	26.83		0.25499		0.2722114817360681	
6mft	C	26.55		0.27127		0.21473263860383035	
4olx	G	25.7		0.30791		0.2420332007839592	
7piv	A	80.94		0.35005		0.6736394209687372	
5wnb	B	84.83		0.28492		0.4756944444444445	
1uj3	C	86.81		0.94265		0.904283670424068	
7lr4	C	84.72		0.88838		0.8308911501008465	
6aod	C	91.23		0.97031		0.9287079894852707	
5yhl	A	84.84		0.95609		0.8680287905715736	
7chs	E	30.38		0.32861		0.32097701513868904	
1a3l	L	91.03		0.52118		0.9528916739365829	
4xak	B	26.2		0.34947		0.26910525613577246	
3p11	A	85.76		0.53338		0.901965062872727	
6uft	A	56.95		0.73775		0.6273017578679515	
6tko	A	86.04		0.92582		0.8701324226693181	
6was	J	52.69		0.25966		0.3010162742470137	
7dfc	A	75.51		0.83721		0.7881503448484513	
6fla	I	53.96		0.73935		0.6479389043346583	
3hnt	H	87.84		0.92857		0.9086392496407711	
7crh	A	78.66		0.77749		0.7538275919552044	
6bsp	D	26.68		0.21847		0.2598982137132993	
7m7i	B						
5u3l	P	80.93		0.60158		0.9416939420228894	
5d72	B	86.54		0.94796		0.8830329962147053	
7wea	A						
7vnb	B	27.48		0.2798		0.23476866024729093	
7nj7	A	32.9		0.21016		0.3618725667001062	
7cac	A						
6k5a	B	86.9		0.95084		0.9120930564022602	
1yei	L	90.54		0.508		0.9428992271462431	
2r8s	R						
6mv5	P	66.64		0.50431		0.7385202516781465	
4jzo	L	74.39		0.39101		0.6375180375180375	
7cdi	E	27.35		0.28643		0.285211823768323	
5ken	K	26.69		0.23263		0.23189431589265003	
7kew	A	25.93		0.23657		0.244049621168229	
1ndg	C	95.21		0.98761		0.9786976109575852	
5t80	G	92.6		0.9814		0.9595662833928564	
2xtj	A	89.74		0.95091		0.9082462108835351	
2eiz	C	95.14		0.99124		0.974929170818762	
1r3j	C	91.4		0.93509		0.9625125979280293	
7w1s	A	26.83		0.25846		0.2689913219780732	
6h7l	B	85.82		0.14344		0.912931443975048	
1tjg	P	67.29		0.33189		0.6071428571428571	
7kqe	C						
1qfw	B						
2hjf	C	91.4		0.92776		0.9473835224644411	
6x8s	P	82.65		0.29832		0.7725455100455101	
6b70	B						
1acy	P	60.68		0.19251		0.4722222222222222	
7r8o	E						
6ks1	A						
5dfv	A	50.32		0.36981		0.4608541669906664	
6uud	A	67.46		0.25061		0.5177549302549302	
6be4	H	85.55		0.90117		0.9018451191727634	
7vl8	A	77.32		0.79415		0.7973177512942381	
6x3t	B	86.1		0.95366		0.9366660498279715	
1tjh	P	68.61		0.37897		0.6982323232323233	
5g64	B	80.35		0.6261		0.8265818804755927	
3ffd	P	87.36		0.65089		0.8958205499565793	
5lxg	A						
7nd9	B						
3t3m	C	85.86		0.97997		0.9154223448139357	
5mo3	A	69.77		0.26651		0.6517857142857143	
7n05	E	64.32		0.14317		0.37670995670995666	
6csf	M	96.81		0.98164		0.9036111736385569	
6bp2	A	30.52		0.25918		0.3334738267653058	
7the	A	26.79		0.24853		0.2685479644806212	
3k81	C	89.13		0.92405		0.8940893448384729	
3ifo	P	69.7		0.50525		0.7000000000000001	
6pdx	B	40.12		0.39793		0.40980157773195847	
5f7n	B	48.4		0.72967		0.5416932793351646	
5w9h	G	30.9		0.25296		0.3111098974711611	
2dqj	Y	95.14		0.98566		0.9702640216645797	
1fsk	G	92.93		0.97743		0.9360367792461817	
6bkb	E	27.94		0.27429		0.257960913261062	
5u3n	A	70.92		0.52515		0.798981227106227	
4y7m	D	88.06		0.97638		0.9259700046088594	
5t5f	A	74.89		0.82892		0.7957981692864647	
2a0l	B	68.5		0.47869		0.6987050422783102	
2nz9	B						
7fjs	B	26.67		0.24725		0.2610611906176469	
6xbj	A	79.74		0.30949		0.7772888846851256	
5alc	L	90.18		0.48843		0.9243334350540977	
1dee	H	90.41		0.91132		0.935669492416349	
1baf	L	90.66		0.66715		0.9409144430020121	
7syy	A	63.97		0.86638		0.6498510355252728	
4wen	A	27.28		0.25155		0.2195549055800384	
7dfp	A	83.97		0.8147		0.8945930187912791	
7zf4	E	27.53		0.27194		0.2421897979703618	
7ldd	D	83.23		0.46416		0.8617530973691359	
4n1h	C	94.42		0.98685		0.9492806537005682	
7mxp	C						
7c8w	B	26.79		0.28451		0.2751882770068158	
5umn	A	64.52		0.79565		0.6877515637538042	
6pdr	A	84.01		0.25942		0.5267857142857143	
7vne	A						
7ur4	B	57.83		0.67345		0.6210824343206083	
5vak	A	89.13		0.96167		0.899137744900629	
7bwj	E	26.1		0.27107		0.24848044859034293	
7q4q	E	62.49		0.15264		0.7385040885040886	
1eap	B	82.78		0.68521		0.8608665905498825	
7tyv	C	28.4		0.26177		0.28359103065515595	
7xh8	A	27.64		0.27086		0.26091348047962953	
7kd0	A	90.82		0.96973		0.9406586468836837	
6gs4	A	88.41		0.95163		0.9234110407610573	
2dbl	L	91.35		0.71563		0.9149894515515711	
3go1	P	69.17		0.21255		0.5091759431045145	
5erw	C	62.71		0.35793		0.75	
6cbj	L	87.42		0.49086		0.9358732817027785	
5vxj	C	80.46		0.93122		0.8746862370489523	
6os2	A	87.2		0.75552		0.8032403047104989	
5vai	A	82.03		0.26776		0.739262604707172	
7o0s	B	82.4		0.89613		0.8759957105787207	
5vco	E	93.69		0.9928		0.9769317624725301	
7urs	A	26.38		0.25608		0.2684155296240068	
4rfn	A	25.29		0.29843		0.2212763055212622	
1tzi	V	91.17		0.95096		0.9596308032251344	
3zdy	A	85.7		0.97633		0.9161958181302081	
6xqw	E	73.35		0.8643		0.793608292525444	
7tdn	B	82.47		0.29001		0.7927784416168695	
7ecy	A	72.58		0.81614		0.7273376730384896	
6qv0	C	78.84		0.9174		0.9125592153097286	
6zhd	A						
6ea7	B	49.45		0.20534		0.5668432638845526	
6x1s	J	60.82		0.37249		0.7499999999999999	
1u8q	C	75.04		0.49041		0.7261904761904763	
7tc9	B	26.93		0.28248		0.27124148420644906	
5whk	A	82.2		0.62366		0.9142936345844719	
7kdd	A	60.24		0.37952		0.6439598408801654	
2gsi	W	69.71		0.33907		0.5486111111111113	
7lfd	A	83.68		0.6373		0.788469067697009	
2wuc	A						
6gci	A	82.44		0.59505		0.7505556066200677	
4mxv	A	89.12		0.94276		0.9241849602084373	
2p8m	C						
2aeq	A	63.23		0.85516		0.6520838125543166	
7cwo	A	26.83		0.25958		0.2743648447473025	
6xsn	C	52.31		0.31336		0.36959268278498464	
7oap	E	26.96		0.24273		0.24552617817373723	
5th9	C	88.84		0.9756		0.8970321584784845	
3gi9	C	83.59		0.92805		0.8201688658327922	
5iq9	P	76.03		0.58507		0.8630995026215614	
7f46	C	29.49		0.24843		0.22476025768412253	
7e6p	A	67.64		0.17568		0.6279699467199468	
7jv5	A	81.8		0.2941		0.7696488399070461	
3eba	B	96.37		0.98771		0.9745006987064229	
7vui	A	79.8		0.82462		0.7979948747425943	
2qqk	A	84.7		0.81952		0.8885316002677712	
4xph	A	84.57		0.97152		0.9108540575651519	
3efd	K	90.56		0.82305		0.9532027073087446	
3be1	A	87.5		0.93138		0.9233592839914921	
4zpv	R	26.45		0.35176		0.2665329603631579	
6y97	A	73.57		0.78334		0.6758246324426507	
7e9n	A						
7lf7	K	86.21		0.76961		0.8973538544515152	
5vxm	A	71.35		0.74285		0.6490315789811071	
1r3i	C	91.4		0.93734		0.9610222047653201	
7wd7	A						
5vm6	A	89.43		0.93973		0.892555704579286	
5jds	A	93.2		0.95525		0.9292281218092983	
1mfb	H						
7mfg	C	52.76		0.58396		0.5037046299312677	
6pcu	G	31.68		0.38215		0.2573874007399344	
1ce1	P	78.7		0.31504		0.5535714285714286	
7ey0	R	29.75		0.30659		0.2825695600075651	
7nqk	A	87.4		0.67369		0.8082725620229395	
6umj	H	85.44		0.85542		0.8855528738114654	
7vgx	A	81.09		0.28206		0.7557187751892336	
2xra	A	82.3		0.95992		0.9184561601361332	
3sqo	A	86.47		0.95594		0.8964160522719553	
6oyz	D	95.13		0.96847		0.901949165306479	
7kmh	C	26.06		0.27266		0.24764394414322763	
4xnm	D	74.48		0.77431		0.6957516938284969	
6axk	E	63.76		0.30716		0.6997023809523809	
7nx6	E	26.25		0.25668		0.24672510779126763	
5d1x	E	93.93		0.96121		0.9397581246981475	
6v7z	C	87.29		0.97724		0.9441274206277985	
2jk5	C	91.4		0.92878		0.9530893940952815	
3h0t	C	76.34		0.5016		0.8666446989523439	
6p65	A	24.13		0.2093		0.21939917525404537	
6vlr	H	29.63		0.24655		0.21613040346982296	
4jkp	G	26.02		0.34473		0.24989490789037452	
4qo1	B	88.45		0.96204		0.92885501345604	
4xbe	P	79.11		0.59927		0.8995830558330559	
7teq	A	80.18		0.49268		0.7534258956965522	
5gs0	A	90.08		0.92879		0.918664574505637	
2ny5	G	27.07		0.31551		0.24750243074162312	
4zpt	S	26.45		0.33871		0.26567555484572325	
5gzn	B	64.78		0.59283		0.6991926770408621	
2ypv	A	69.54		0.76464		0.6943984919186683	
5if0	I	31.66		0.30858		0.2816240521823283	
6avq	A						
7kpb	A	89.71		0.95047		0.9302893296973972	
7dq7	B	62.85		0.48289		0.6492423418096102	
7eyc	Q	74.18		0.41288		0.6976190476190476	
1gc1	G	29.14		0.27261		0.2269800950060039	
3zdz	C	85.86		0.97797		0.9164465424021705	
7cr5	A	39.59		0.30904		0.3898910438996406	
7m3n	A	43.57		0.56723		0.4974484410288838	
7f6y	R	27.02		0.25334		0.2751309097806619	
7mgw	A	84.84		0.96195		0.7939137020480401	
1mfd	H						
6j6y	A	87.66		0.97452		0.9559753330581998	
1yqv	Y	95.14		0.98563		0.9712497037946225	
7nab	D	75.94		0.46282		0.835268552933994	
7zxf	A	66.17		0.76334		0.6645438514367349	
7k66	A						
6wbv	A	87.16		0.03975		0.87860428539142	
7ul7	a	38.28		0.26494		0.36492947151968613	
3ob0	M	84.77		0.54612		0.8861581806941007	
6ppg	F	79.11		0.71514		0.8569753025414872	
3j3p	1	70.05		0.73606		0.6953907697655026	
1xf2	T						
3j1s	A	41.2		0.49794		0.44337371477856774	
3ubx	A	84.71		0.94938		0.8943045148298984	
6fax	R	88.13		0.94442		0.9147117168649838	
7b17	A	26.12		0.2762		0.24959341874698282	
3sdy	A	53.45		0.64173		0.57084328245116	
7q6e	A						
1i8m	D						
6x97	G	25.63		0.21038		0.21089051914102863	
6dfh	A	27.68		0.21398		0.23824179328543155	
1ztx	E	72.35		0.89981		0.8297087077877718	
6azz	D	53.23		0.47153		0.6086420542086809	
7na7	A	79.17		0.81284		0.8097917632185104	
7fg2	A						
5ghw	P	74.08		0.64235		0.9088477912532534	
4k3g	B	90.56		0.92723		0.9459953677156554	
7qnc	D	88.77		0.96153		0.954637254075959	
6jsz	A	82.62		0.95929		0.8740508694410455	
7s0d	C						
7niw	A						
1mcn	P	19.96					
7ndd	A						
6b73	A	86.78		0.87964		0.8080684049793724	
6a9k	B	88.32		0.89641		0.9198835370537668	
7kdu	A	91.62		0.97781		0.9429688428771985	
6mtp	P	75.24		0.49763		0.7147579170557111	
6ejg	B	48.94		0.40249		0.4521821408674668	
1yym	G	26.83		0.25798		0.24480140087822455	
7aue	A	79.45		0.26764		0.7503461802111766	
6hhc	A	89.37		0.96379		0.9030311098468267	
6q20	A	55.15		0.79611		0.5591953771848247	
6oy4	A	66.98		0.8273		0.747588099804275	
7raj	A	79.54		0.29014		0.6751456876456877	
7lss	B						
7a0x	B	86.48		0.94687		0.8756942286219128	
7ljc	A	80.31		0.28718		0.8148497729335696	
6x3w	B	86.1		0.95684		0.9298845027571022	
7s0e	A	22.03		0.23622		0.24352681030511023	
7q0g	E	27.0		0.29118		0.2616636168767203	
6lz4	C	76.32		0.41324		0.6428571428571429	
6uj9	A	89.36		0.94668		0.9315120624149856	
5myx	E	67.79		0.22634		0.5926767676767676	
4ogy	A	91.92		0.9739		0.9403105445254827	
7ew3	A	85.94		0.80225		0.7786778389460732	
7p79	E						
6m47	A	84.57		0.95724		0.8842688273521715	
7rlz	R	68.62		0.19048		0.5733630952380951	
2qsc	P	82.24		0.38943		0.638410200910201	
6cdm	C	79.11		0.36603		0.6833333333333335	
3jbf	3	79.54		0.62093		0.8227741896830091	
3i9g	L	92.36		0.62172		0.9573714327653475	
3mlv	Q	73.68		0.33592		0.6378205128205129	
1cf8	H	85.97		0.89183		0.8837299359342251	
7rkm	A	79.51		0.80705		0.7780673754269637	
6mjz	A	70.77		0.65696		0.660346498857269	
1bql	Y	95.08		0.97973		0.9458641198671653	
5cd5	A	24.8		0.28386		0.2175023278496462	
6wfz	P	63.76		0.33373		0.5954545454545455	
6xc3	C	27.02		0.30309		0.2654898158594474	
7ul3	A	87.06		0.93167		0.8417446426533509	
4k2u	B	82.88		0.85012		0.8815194843768136	
7cvz	G	64.09		0.53497		0.603094421245394	
6o24	I	66.66		0.21232		0.7451208513708513	
6idg	A						
7kn6	A	29.71		0.32946		0.30591394794208104	
1kir	C	95.14		0.97247		0.948594212266268	
6dbg	B	95.76		0.99316		0.9848828945720273	
6d6u	D	86.1		0.88725		0.8877072007283415	
7ch4	R	28.41		0.32034		0.30545509256657577	
7rd4	I	79.54		0.42217		0.6754079254079255	
2zjs	Y	67.55		0.91463		0.80761764942605	
7m51	A	77.72		0.64943		0.9583333333333335	
6az2	D	91.02		0.90679		0.9406621936876235	
7neh	E	27.22		0.27774		0.2703315896334028	
5uek	A	93.41		0.95007		0.9176328415404078	
3ixy	B	70.42		0.62683		0.6587621026997191	
6wn4	C	73.0		0.35017		0.790494227994228	
6qb6	A	85.03		0.92074		0.8797763886319985	
3zkm	A	85.03		0.94099		0.8890546077073501	
5xcr	C	75.67		0.40491		0.7261904761904762	
7c4s	B	77.41		0.89405		0.7816287936169138	
7kji	B	83.44		0.93147		0.860296801595987	
3hfm	Y	95.14		0.97916		0.9330156583634497	
4c59	A	87.13		0.94941		0.924983506266191	
6wh9	D	86.76		0.94658		0.8681660248461961	
