id	length	pLDDT_A	model
A0A9E7MLI4	29	85.032	BASE+LOGAN+12CY
A0A977KNM2	50	81.202	BASE+LOGAN+12CY
A0A9E7BQS4	1060	81.552	BASE+LOGAN+12CY
B3FJR8	6	79.397	BASE+LOGAN+12CY
A7IX16	26	45.983	BASE+LOGAN+12CY
E0YA57	3	55.062	BASE+LOGAN+12CY
G3EIA8	18	39.327	BASE+LOGAN+12CY
A0A1C3NF28	14	71.842	BASE+LOGAN+12CY
A7KUM8	37	59.387	BASE+LOGAN+12CY
D6PEA9	220	82.175	BASE+LOGAN+12CY
F8WPP5	24	45.91	BASE+LOGAN+12CY
A7IXJ3	56	45.725	BASE+LOGAN+12CY
E4WM63	203	73.77	BASE+LOGAN+12CY
A0A8S5VX10	3	82.382	BASE+LOGAN+12CY
C9DFY9	21	40.697	BASE+LOGAN+12CY
G3MAB1	15	85.27	BASE+LOGAN+12CY
G8DH60	77	85.075	BASE+LOGAN+12CY
B0YLH8	21	42.088	BASE+LOGAN+12CY
E3T4E1	27	85.215	BASE+LOGAN+12CY
A0A8T8JB69	31	49.529	BASE+LOGAN+12CY
G9IAA1	305	86.433	BASE+LOGAN+12CY
A7KUT3	187	85.968	BASE+LOGAN+12CY
A7J6K3	100	60.824	BASE+LOGAN+12CY
E5AG62	27	85.214	BASE+LOGAN+12CY
G9I0A3	51	76.383	BASE+LOGAN+12CY
B5LWI8	271	75.065	BASE+LOGAN+12CY
B3UX40	154	75.55	BASE+LOGAN+12CY
A0A8S5VX99	15	49.234	BASE+LOGAN+12CY
A0A191ZBZ3	17	65.174	BASE+LOGAN+12CY
A7XXJ5	11	88.613	BASE+LOGAN+12CY
B2BNE5	18	45.616	BASE+LOGAN+12CY
G4YAU4	18	86.063	BASE+LOGAN+12CY
A7IWR5	45	45.556	BASE+LOGAN+12CY
A0A977Q6E4	14	85.129	BASE+LOGAN+12CY
A8KAR3_1	52	50.321	BASE+LOGAN+12CY
D2E889	27	63.153	BASE+LOGAN+12CY
E9KID5	100	68.8	BASE+LOGAN+12CY
F1AWW1	119	39.271	BASE+LOGAN+12CY
A0A1B2IE98	55	65.141	BASE+LOGAN+12CY
A0A192YBP4	28	85.168	BASE+LOGAN+12CY
F2Y0M5	9590	57.984	BASE+LOGAN+12CY
G8DG84	23	57.758	BASE+LOGAN+12CY
A2Q000	22	55.682	BASE+LOGAN+12CY
A7J8A6	4	76.404	BASE+LOGAN+12CY
F1AWY8	20	45.713	BASE+LOGAN+12CY
A7WKF9	43	86.84	BASE+LOGAN+12CY
A0A1B1ISI2	4	62.848	BASE+LOGAN+12CY
B6DZZ6	66	46.621	BASE+LOGAN+12CY
E6Y0L1	22	57.025	BASE+LOGAN+12CY
B5U1W7	28	59.015	BASE+LOGAN+12CY
F2W6E4	13	46.277	BASE+LOGAN+12CY
E5EPZ3	62	85.147	BASE+LOGAN+12CY
A7RCR1	43	70.014	BASE+LOGAN+12CY
A4L230	339	48.548	BASE+LOGAN+12CY
G3MBA0	5	64.692	BASE+LOGAN+12CY
D9CG75	37	88.976	BASE+LOGAN+12CY
A8JYX6	23	87.347	BASE+LOGAN+12CY
F2WLK3	8	46.499	BASE+LOGAN+12CY
A7J8A8	30	86.35	BASE+LOGAN+12CY
G8XUJ5	11	56.71	BASE+LOGAN+12CY
F2Y2Y1	13	39.422	BASE+LOGAN+12CY
G8XU37	18	31.476	BASE+LOGAN+12CY
B3FJ03	315	71.084	BASE+LOGAN+12CY
E1A164	20	74.918	BASE+LOGAN+12CY
F8SJ46	8	82.06	BASE+LOGAN+12CY
A7K9E6	28	45.26	BASE+LOGAN+12CY
A0A9E7S3B5	48	37.901	BASE+LOGAN+12CY
G8EBY9	5	69.9	BASE+LOGAN+12CY
G3MAV2	6	72.711	BASE+LOGAN+12CY
A5Y2D6	18	81.154	BASE+LOGAN+12CY
A0A1B1IPR5	8	66.31	BASE+LOGAN+12CY
D2TF18	28	85.101	BASE+LOGAN+12CY
A0A172JI49	358	70.12	BASE+LOGAN+12CY
E5DSK5	17	54.986	BASE+LOGAN+12CY
A0A1B2ANN9	38	83.361	BASE+LOGAN+12CY
D2TFD8	207	85.572	BASE+LOGAN+12CY
G9I056	53	55.567	BASE+LOGAN+12CY
A0A1B1IXZ7	25	64.916	BASE+LOGAN+12CY
G0X575	55	86.243	BASE+LOGAN+12CY
A0A1B4XWY1	26	44.492	BASE+LOGAN+12CY
B3FJU7	88	92.157	BASE+LOGAN+12CY
A0A9E7SHQ3	15	68.787	BASE+LOGAN+12CY
A0A8T8IV72	43	74.204	BASE+LOGAN+12CY
H2A256	41	41.307	BASE+LOGAN+12CY
A9LME6	12	85.67	BASE+LOGAN+12CY
A0A1B2IA94	19	82.722	BASE+LOGAN+12CY
B2ZXT9	58	84.816	BASE+LOGAN+12CY
G9IAA8	12	71.074	BASE+LOGAN+12CY
A0A1B1IVN0	12	46.108	BASE+LOGAN+12CY
D9J0Q9	10	69.496	BASE+LOGAN+12CY
A7IW33	52	44.281	BASE+LOGAN+12CY
A0A1C3NF73	5	64.855	BASE+LOGAN+12CY
A7IWF6	13	43.91	BASE+LOGAN+12CY
F2Y1D1	76	96.059	BASE+LOGAN+12CY
A0A8T9VQN9	143	78.707	BASE+LOGAN+12CY
G8XUJ4	15	60.406	BASE+LOGAN+12CY
A7IYA1	124	69.004	BASE+LOGAN+12CY
A0A9E8MBJ1	4	59.051	BASE+LOGAN+12CY
A0A1B2IBG0	31	92.438	BASE+LOGAN+12CY
A0A8T9VKJ4	4	77.637	BASE+LOGAN+12CY
A2Q0E7	68	93.007	BASE+LOGAN+12CY
E5EQI7	618	61.145	BASE+LOGAN+12CY
D4N282	40	64.364	BASE+LOGAN+12CY
D5MCP6	33	79.8	BASE+LOGAN+12CY
G4KK86	11	54.538	BASE+LOGAN+12CY
G3MUT5	14	71.664	BASE+LOGAN+12CY
A7IU21	27	49.101	BASE+LOGAN+12CY
A7K8M3	44	77.739	BASE+LOGAN+12CY
G8IBF7	27	84.753	BASE+LOGAN+12CY
F8UBD9	21	88.319	BASE+LOGAN+12CY
A0A9E7QQP3	31	66.484	BASE+LOGAN+12CY
A7J7W0	60	49.713	BASE+LOGAN+12CY
C7ENF5	3592	83.205	BASE+LOGAN+12CY
C8ZKA1	6	50.318	BASE+LOGAN+12CY
C9DG55	20	73.5	BASE+LOGAN+12CY
A7RCM1	24	37.291	BASE+LOGAN+12CY
A0A8T8L775	126	82.63	BASE+LOGAN+12CY
A0A9E7MJF9	102	90.041	BASE+LOGAN+12CY
A4GTG3	43	45.823	BASE+LOGAN+12CY
B2ZXY5	4	60.885	BASE+LOGAN+12CY
A0A1B2IES4	22	62.927	BASE+LOGAN+12CY
A0A9E7J3E3	81	62.76	BASE+LOGAN+12CY
E3SJN9	22	72.83	BASE+LOGAN+12CY
B3FJY9	22	86.609	BASE+LOGAN+12CY
A2Q0I1	22	63.732	BASE+LOGAN+12CY
G9BW85	114	60.344	BASE+LOGAN+12CY
E5EYZ4	8	82.263	BASE+LOGAN+12CY
A5H1J7	6	39.986	BASE+LOGAN+12CY
G8DGM8	17	49.212	BASE+LOGAN+12CY
E3T4U4	172	65.767	BASE+LOGAN+12CY
A4FTQ2	11	38.397	BASE+LOGAN+12CY
A0A1B1ITI7	12	82.377	BASE+LOGAN+12CY
A2Q085	3	41.43	BASE+LOGAN+12CY
A0A916KP88	5	80.917	BASE+LOGAN+12CY
A0A8T8L6R9	71	85.218	BASE+LOGAN+12CY
A0A172WZ83	37	81.512	BASE+LOGAN+12CY
G8I468	44	82.327	BASE+LOGAN+12CY
F1AWY9	34	40.535	BASE+LOGAN+12CY
F1D0P9	11	69.507	BASE+LOGAN+12CY
A0A9E8M403	21	68.148	BASE+LOGAN+12CY
A0A186YBP3	3	58.577	BASE+LOGAN+12CY
A7J7K1	1019	54.534	BASE+LOGAN+12CY
B3GAL1	70	57.102	BASE+LOGAN+12CY
C9DGC3	4	52.678	BASE+LOGAN+12CY
G3GNW4	30	82.859	BASE+LOGAN+12CY
B6EFC2	5	74.36	BASE+LOGAN+12CY
G9I057	22	50.599	BASE+LOGAN+12CY
B2I441	17	78.028	BASE+LOGAN+12CY
G9I028_1	22	41.482	BASE+LOGAN+12CY
A7IUE9	131	55.631	BASE+LOGAN+12CY
A0A1B1JH95	20	59.24	BASE+LOGAN+12CY
G8DF20	28	60.011	BASE+LOGAN+12CY
A0A9E7NE48	4	68.474	BASE+LOGAN+12CY
D3W0F0	64	59.633	BASE+LOGAN+12CY
A0A162GWK7	14	43.469	BASE+LOGAN+12CY
D9I6E0	6	71.952	BASE+LOGAN+12CY
G3MAM6	45	85.558	BASE+LOGAN+12CY
C9DGB2	5	50.821	BASE+LOGAN+12CY
B2CRI6	6	86.037	BASE+LOGAN+12CY
G8DGW3	10	59.531	BASE+LOGAN+12CY
D2XAR2	8	42.515	BASE+LOGAN+12CY
A7J827	18	56.117	BASE+LOGAN+12CY
A0A915Y984	132	85.877	BASE+LOGAN+12CY
E3SJX2	16	56.768	BASE+LOGAN+12CY
G4W997	10	76.6	BASE+LOGAN+12CY
A0A977PT24	40	54.812	BASE+LOGAN+12CY
G8IAR0	27	87.829	BASE+LOGAN+12CY
A0A1B2ANP9	49	85.328	BASE+LOGAN+12CY
E3T593	67	86.735	BASE+LOGAN+12CY
A0A191T7L9	493	46.082	BASE+LOGAN+12CY
G8EDU3	98	79.078	BASE+LOGAN+12CY
A0A1B1IUA7	123	85.879	BASE+LOGAN+12CY
D9CG99	132	90.487	BASE+LOGAN+12CY
F8SK01	25	60.987	BASE+LOGAN+12CY
A0A1B2RW03	18	57.245	BASE+LOGAN+12CY
F8SK02	13	62.188	BASE+LOGAN+12CY
F2NZ42	6	64.739	BASE+LOGAN+12CY
F8V703	135	80.429	BASE+LOGAN+12CY
F9VHU8	78	85.908	BASE+LOGAN+12CY
A7RB76	5	39.139	BASE+LOGAN+12CY
A0A8S5VWG9	130	81.643	BASE+LOGAN+12CY
F8WQ31	1939	87.126	BASE+LOGAN+12CY
A0A1B4XWP0	81	79.814	BASE+LOGAN+12CY
B3FJE2	38	87.969	BASE+LOGAN+12CY
E5EQE9	79	86.012	BASE+LOGAN+12CY
D4P7U7	7	46.428	BASE+LOGAN+12CY
A7IXV5	57	48.002	BASE+LOGAN+12CY
E9RH90	42	64.114	BASE+LOGAN+12CY
G9I9U1	174	86.454	BASE+LOGAN+12CY
A0A1B2IA54	19	75.428	BASE+LOGAN+12CY
G4KK26	82	63.219	BASE+LOGAN+12CY
A7J6Y4	20	61.125	BASE+LOGAN+12CY
A0A172Q0F3	10	79.207	BASE+LOGAN+12CY
G3MAN7	12	85.637	BASE+LOGAN+12CY
A1YZZ4	10	68.897	BASE+LOGAN+12CY
A0A1B2IH31	28	76.5	BASE+LOGAN+12CY
E5RUZ3	9	78.937	BASE+LOGAN+12CY
D9CG95	65	83.077	BASE+LOGAN+12CY
G8DFZ6	17	60.466	BASE+LOGAN+12CY
A0A8T8L793	48	71.912	BASE+LOGAN+12CY
F8SJL4	4	58.077	BASE+LOGAN+12CY
F2Y2E8	47	69.233	BASE+LOGAN+12CY
D9J0Z3	64	72.629	BASE+LOGAN+12CY
A0A9E8YVH1	64	57.587	BASE+LOGAN+12CY
A0A1C7A3R7	297	85.104	BASE+LOGAN+12CY
B2YG73	835	85.916	BASE+LOGAN+12CY
F8TV18	112	86.633	BASE+LOGAN+12CY
G4KKK0	11	80.335	BASE+LOGAN+12CY
F5B4F5	18	56.448	BASE+LOGAN+12CY
A7K9U7	20	62.362	BASE+LOGAN+12CY
G9IA95	48	85.371	BASE+LOGAN+12CY
A0A160DH23	103	71.704	BASE+LOGAN+12CY
F8SJS3	22	80.198	BASE+LOGAN+12CY
E3PZ96	33	86.267	BASE+LOGAN+12CY
A0A191ZCF4	22	79.765	BASE+LOGAN+12CY
F1D2D6	55	88.706	BASE+LOGAN+12CY
A7IX71	307	86.712	BASE+LOGAN+12CY
D2TFJ1	13	89.845	BASE+LOGAN+12CY
F1AXF5	37	48.981	BASE+LOGAN+12CY
B2YFZ1	102	76.294	BASE+LOGAN+12CY
B7SUJ7	17	48.791	BASE+LOGAN+12CY
G3MBE2	6	85.956	BASE+LOGAN+12CY
E1A2Q0	95	77.444	BASE+LOGAN+12CY
C1JCT2_3	1121	61.215	BASE+LOGAN+12CY
B2ZXR2	24	70.709	BASE+LOGAN+12CY
A7XXR8	112	88.244	BASE+LOGAN+12CY
G0YQ08	141	85.223	BASE+LOGAN+12CY
A7K8M9	39	47.863	BASE+LOGAN+12CY
A0A1B1IX53	235	64.092	BASE+LOGAN+12CY
A0A976X6Z1	15	86.128	BASE+LOGAN+12CY
A7IUD5	87	56.354	BASE+LOGAN+12CY
B3FJJ9	21	82.139	BASE+LOGAN+12CY
B5LWH1	299	74.551	BASE+LOGAN+12CY
A0A8S5VXZ0	182	83.686	BASE+LOGAN+12CY
B2ZYF7	6	79.468	BASE+LOGAN+12CY
B2ZYL2	26	39.09	BASE+LOGAN+12CY
A4VAR7	23	60.752	BASE+LOGAN+12CY
A7ITD7	23	63.974	BASE+LOGAN+12CY
E5RUP0	5	70.957	BASE+LOGAN+12CY
B0YLQ1	265	85.4	BASE+LOGAN+12CY
A0A9E7MVB2	26	83.749	BASE+LOGAN+12CY
B0YLI3	19	76.759	BASE+LOGAN+12CY
G3MAL8	6	63.61	BASE+LOGAN+12CY
A7IXR2	25	54.229	BASE+LOGAN+12CY
H2E0Z1	54	86.426	BASE+LOGAN+12CY
A0A1B1IQA9	29	50.108	BASE+LOGAN+12CY
G8H161	8	41.78	BASE+LOGAN+12CY
D9I5X8	6	82.509	BASE+LOGAN+12CY
A0A916NYR2	5	54.643	BASE+LOGAN+12CY
A0A172Q0U0	15	62.543	BASE+LOGAN+12CY
A0A1C3NF09	14	37.047	BASE+LOGAN+12CY
F8SJ50	24	89.102	BASE+LOGAN+12CY
G4YCZ9	24	47.105	BASE+LOGAN+12CY
B3FJH0	24	85.058	BASE+LOGAN+12CY
A0A976U8Y2	9	60.774	BASE+LOGAN+12CY
G4YCT6	30	58.765	BASE+LOGAN+12CY
F2XXZ4	7	73.853	BASE+LOGAN+12CY
F2Y2G2	149	80.658	BASE+LOGAN+12CY
C9DG51	38	88.596	BASE+LOGAN+12CY
F6J0D6	577	74.351	BASE+LOGAN+12CY
A0A916KQI9	17	65.948	BASE+LOGAN+12CY
B5LJJ5	34	57.649	BASE+LOGAN+12CY
E9ND68	80	79.347	BASE+LOGAN+12CY
D4N2I1	27	37.071	BASE+LOGAN+12CY
G8DFX1	24	64.839	BASE+LOGAN+12CY
A5A3V2	4	51.538	BASE+LOGAN+12CY
B7Z166	34	82.65	BASE+LOGAN+12CY
A0A1B4XWP9	671	54.179	BASE+LOGAN+12CY
G3MB79	212	80.28	BASE+LOGAN+12CY
A0A8S5VWV0	102	82.126	BASE+LOGAN+12CY
F4YA64	78	48.211	BASE+LOGAN+12CY
G4KK95	22	45.801	BASE+LOGAN+12CY
G4YCM9	30	78.799	BASE+LOGAN+12CY
B1ABJ5	52	86.246	BASE+LOGAN+12CY
G9B1T8	35	42.91	BASE+LOGAN+12CY
A7IUZ3	29	60.272	BASE+LOGAN+12CY
A0A172Q0D0	9	83.185	BASE+LOGAN+12CY
A0A1B1IQX5	454	54.307	BASE+LOGAN+12CY
G4KKF6	23	71.399	BASE+LOGAN+12CY
A0A1B1IUA5	55	85.252	BASE+LOGAN+12CY
G8DGJ5	10	51.466	BASE+LOGAN+12CY
A0A9E7NGB9	18	82.534	BASE+LOGAN+12CY
A0A190WHB6	232	83.008	BASE+LOGAN+12CY
B3FJZ8	40	85.84	BASE+LOGAN+12CY
A7KUQ0	136	78.857	BASE+LOGAN+12CY
A0A1B4XWL8	7	42.413	BASE+LOGAN+12CY
A7KV41	114	67.358	BASE+LOGAN+12CY
A0A915VFS9	25	83.681	BASE+LOGAN+12CY
D6RRJ1	33	76.56	BASE+LOGAN+12CY
E3T506	6	60.75	BASE+LOGAN+12CY
D2TEJ9	58	86.262	BASE+LOGAN+12CY
A0A1B4XWH2	4	72.426	BASE+LOGAN+12CY
F8WPU3	6	62.891	BASE+LOGAN+12CY
A7IVI4	75	48.09	BASE+LOGAN+12CY
G4KKC5	20	42.23	BASE+LOGAN+12CY
A0MNH6	1095	77.789	BASE+LOGAN+12CY
B8Q5D1	40	66.044	BASE+LOGAN+12CY
B2YG64	295	82.798	BASE+LOGAN+12CY
B2ZYJ4	14	48.11	BASE+LOGAN+12CY
B2BTI8	37	70.931	BASE+LOGAN+12CY
A0MNE4	71	51.232	BASE+LOGAN+12CY
A5A3U9	14	91.8	BASE+LOGAN+12CY
C9DGB7	5	50.342	BASE+LOGAN+12CY
A0A1B4XX46	14	48.123	BASE+LOGAN+12CY
G9IA71	12	70.963	BASE+LOGAN+12CY
D8L564	3	64.242	BASE+LOGAN+12CY
A0A915VH71	81	72.805	BASE+LOGAN+12CY
A7IV23	13	42.224	BASE+LOGAN+12CY
F8S0W5	50	46.366	BASE+LOGAN+12CY
B1PR24	381	52.244	BASE+LOGAN+12CY
E5DRR0	18	90.065	BASE+LOGAN+12CY
F5B4A6	28	75.996	BASE+LOGAN+12CY
A8E0Z1	9	62.539	BASE+LOGAN+12CY
A7RAP1	6	57.761	BASE+LOGAN+12CY
F2NYV6	12	44.866	BASE+LOGAN+12CY
A7KUW1	42	72.709	BASE+LOGAN+12CY
D2XB57	4	73.244	BASE+LOGAN+12CY
A0A9E7T2F7	25	75.878	BASE+LOGAN+12CY
A0A9E7TXD0	10	83.226	BASE+LOGAN+12CY
A7J718	46	65.485	BASE+LOGAN+12CY
D0IN08	3	33.628	BASE+LOGAN+12CY
G0WXQ3	11	56.257	BASE+LOGAN+12CY
G3DRD4	5	72.762	BASE+LOGAN+12CY
G4KJY9	21	53.86	BASE+LOGAN+12CY
A0A9E7TW71	15	69.749	BASE+LOGAN+12CY
A0A9E7DWC0	28	68.746	BASE+LOGAN+12CY
B7Z162	5	37.712	BASE+LOGAN+12CY
A7K7X5	51	36.388	BASE+LOGAN+12CY
D2E868	11	56.109	BASE+LOGAN+12CY
A8W980	14	34.601	BASE+LOGAN+12CY
E5ESC6	136	64.256	BASE+LOGAN+12CY
F8WQ69	9	66.403	BASE+LOGAN+12CY
A0A1B3SH26	3	51.751	BASE+LOGAN+12CY
G8DGA0	22	64.666	BASE+LOGAN+12CY
E1Y3T2	22	79.819	BASE+LOGAN+12CY
E5EYP2	18	62.325	BASE+LOGAN+12CY
E5RUZ2	53	72.18	BASE+LOGAN+12CY
F2Y326	13	66.111	BASE+LOGAN+12CY
A7RAW3	6	40.305	BASE+LOGAN+12CY
F8SK06	63	58.082	BASE+LOGAN+12CY
H2EBX8	14	77.451	BASE+LOGAN+12CY
A7RAM4	21	48.123	BASE+LOGAN+12CY
A0A9E7DUI9	17	82.839	BASE+LOGAN+12CY
G3K6I6	243	62.809	BASE+LOGAN+12CY
A7IWI6	12	52.601	BASE+LOGAN+12CY
G4KK62	14	30.864	BASE+LOGAN+12CY
A0A916KQF3	50	84.561	BASE+LOGAN+12CY
A6MAB1	333	59.596	BASE+LOGAN+12CY
A7J7B9	50	50.655	BASE+LOGAN+12CY
A7ITD0	167	45.369	BASE+LOGAN+12CY
B5LJG6	74	84.144	BASE+LOGAN+12CY
G0LXX2	5	33.984	BASE+LOGAN+12CY
G9I068	12	53.383	BASE+LOGAN+12CY
A0A8T8JBF7	41	77.062	BASE+LOGAN+12CY
G9B1R8	31	83.522	BASE+LOGAN+12CY
F6KIE1	12	49.445	BASE+LOGAN+12CY
G9FHY3	9	67.504	BASE+LOGAN+12CY
A0A8T8L7A7	5	58.364	BASE+LOGAN+12CY
F8WQ75	13	84.645	BASE+LOGAN+12CY
F2Y269	22	73.0	BASE+LOGAN+12CY
A0A1C8ZXQ9	16	38.41	BASE+LOGAN+12CY
G3GNQ2	57	71.313	BASE+LOGAN+12CY
D4P798	8	49.054	BASE+LOGAN+12CY
A7J6Z4	29	43.772	BASE+LOGAN+12CY
G3MBQ5	819	60.948	BASE+LOGAN+12CY
E0YC86	4	53.96	BASE+LOGAN+12CY
A4L1Y6	778	74.684	BASE+LOGAN+12CY
D7R9U6	47	74.261	BASE+LOGAN+12CY
A0A8T9VWJ2	8	60.122	BASE+LOGAN+12CY
E2GKJ1	1271	78.672	BASE+LOGAN+12CY
F1D1L8	105	84.38	BASE+LOGAN+12CY
F6J0D5	41	60.244	BASE+LOGAN+12CY
G8DEX8	9	68.853	BASE+LOGAN+12CY
A0A171PVG6	76	58.613	BASE+LOGAN+12CY
A0A167R0K4	479	85.071	BASE+LOGAN+12CY
B0FIM1	107	69.324	BASE+LOGAN+12CY
A0A976RVQ5	10	60.752	BASE+LOGAN+12CY
A0A191ZDF5	74	85.328	BASE+LOGAN+12CY
B2ZXP9	5	68.661	BASE+LOGAN+12CY
E5EPI3	13	78.979	BASE+LOGAN+12CY
A0A173GCK8	317	69.815	BASE+LOGAN+12CY
A0A1C8ZYD5	12	38.833	BASE+LOGAN+12CY
F2Y1U1	10	86.108	BASE+LOGAN+12CY
A0A1B4XWM0	17	63.078	BASE+LOGAN+12CY
G3MAY7	12	77.345	BASE+LOGAN+12CY
B3FJ64	58	73.615	BASE+LOGAN+12CY
E5E415	39	34.101	BASE+LOGAN+12CY
C9DG95	12	83.33	BASE+LOGAN+12CY
A0A9E7LQU1	22	85.461	BASE+LOGAN+12CY
A7IUT9	67	53.465	BASE+LOGAN+12CY
A0A977Q5W1	195	84.522	BASE+LOGAN+12CY
G8DGJ8	21	54.482	BASE+LOGAN+12CY
E5E4J2	22	62.681	BASE+LOGAN+12CY
G2ZI99	28	85.169	BASE+LOGAN+12CY
G8DD65	376	82.708	BASE+LOGAN+12CY
F5B4C6	4	78.615	BASE+LOGAN+12CY
E5DS00	10	78.565	BASE+LOGAN+12CY
C0KIT5	11	81.958	BASE+LOGAN+12CY
A7K9S2	30	66.214	BASE+LOGAN+12CY
C7DT91	60	70.984	BASE+LOGAN+12CY
D2XAZ7	9	53.039	BASE+LOGAN+12CY
A0A9E8MBM0	16	64.329	BASE+LOGAN+12CY
A0A916KQ71	5	82.146	BASE+LOGAN+12CY
A0A173GDU6	27	77.773	BASE+LOGAN+12CY
D1LV45	27	54.166	BASE+LOGAN+12CY
F1B2T9	37	50.603	BASE+LOGAN+12CY
A8WA35	45	71.173	BASE+LOGAN+12CY
F2NYU2	103	82.553	BASE+LOGAN+12CY
A0A1B4XWP2	155	68.597	BASE+LOGAN+12CY
C4ML25	14	60.484	BASE+LOGAN+12CY
F8SJZ9	5	55.461	BASE+LOGAN+12CY
A7J8B2	10	41.785	BASE+LOGAN+12CY
B6S2G3	34	79.987	BASE+LOGAN+12CY
A0A1B1IX60	32	85.218	BASE+LOGAN+12CY
F5B407	44	79.916	BASE+LOGAN+12CY
A4UN90	21	66.55	BASE+LOGAN+12CY
E0YC81	25	70.81	BASE+LOGAN+12CY
G4KJV8	18	41.707	BASE+LOGAN+12CY
D6PFI8	32	53.34	BASE+LOGAN+12CY
B2CRM8	215	85.091	BASE+LOGAN+12CY
D8V5S9	39	45.18	BASE+LOGAN+12CY
E5EPL6	52	85.105	BASE+LOGAN+12CY
E2J057	26	64.739	BASE+LOGAN+12CY
A0A9E7MLD8	47	74.818	BASE+LOGAN+12CY
A4KXF8	11	43.671	BASE+LOGAN+12CY
G8XSS6	20	61.774	BASE+LOGAN+12CY
A0A8T9VQW6	5	54.556	BASE+LOGAN+12CY
F1AWZ8	30	45.153	BASE+LOGAN+12CY
A0A1B1IRF8	30	61.868	BASE+LOGAN+12CY
G4YDN3	22	82.846	BASE+LOGAN+12CY
A7KV47	175	71.854	BASE+LOGAN+12CY
A7K8Y9	164	61.947	BASE+LOGAN+12CY
A0A1C3NFD9	7	64.497	BASE+LOGAN+12CY
A0A173GDV4	64	85.823	BASE+LOGAN+12CY
G3MBH5	6	59.652	BASE+LOGAN+12CY
A0A976X782	7	61.881	BASE+LOGAN+12CY
H2DZX2	8	40.064	BASE+LOGAN+12CY
E5EPZ9	10	85.205	BASE+LOGAN+12CY
B7SVE3	77	67.315	BASE+LOGAN+12CY
D6MWT2	170	68.753	BASE+LOGAN+12CY
A2I2W9	254	56.438	BASE+LOGAN+12CY
A0A8T9J932	8	41.114	BASE+LOGAN+12CY
A0A172B2F1	18	68.941	BASE+LOGAN+12CY
A0A1B4XWN3	37	85.938	BASE+LOGAN+12CY
A0A1B3Q5T9	38	79.802	BASE+LOGAN+12CY
A0A9E7QGE7	19	79.901	BASE+LOGAN+12CY
E5KCC1	61	70.717	BASE+LOGAN+12CY
A0A8T9VS18	148	86.31	BASE+LOGAN+12CY
G8DG68	14	49.714	BASE+LOGAN+12CY
B6EFB6	66	87.172	BASE+LOGAN+12CY
B6EFD9	3	82.093	BASE+LOGAN+12CY
A0A160DH84	14	65.018	BASE+LOGAN+12CY
A0A916KP68	139	83.572	BASE+LOGAN+12CY
B7TPY9	24	42.393	BASE+LOGAN+12CY
A0A916KQ49	15	80.182	BASE+LOGAN+12CY
F6GQ80	6	51.171	BASE+LOGAN+12CY
E2CTV6	18	68.039	BASE+LOGAN+12CY
B5LWD3	8	42.756	BASE+LOGAN+12CY
A0A190WHC8	13	37.594	BASE+LOGAN+12CY
A5IZM5	31	79.476	BASE+LOGAN+12CY
E5EYF9	8	44.153	BASE+LOGAN+12CY
A0A1C3NFV5	22	85.497	BASE+LOGAN+12CY
A6MAI5	43	69.829	BASE+LOGAN+12CY
A0A1C3NF86	22	82.943	BASE+LOGAN+12CY
F2WLW0	26	52.33	BASE+LOGAN+12CY
A0A172Q0P8	8	78.966	BASE+LOGAN+12CY
G0X527	109	85.288	BASE+LOGAN+12CY
A4L244	42	66.95	BASE+LOGAN+12CY
G3MB85	299	87.657	BASE+LOGAN+12CY
D5L2G1	12	77.712	BASE+LOGAN+12CY
F9VHW0	217	70.365	BASE+LOGAN+12CY
A0A976SVN8	5	72.323	BASE+LOGAN+12CY
G9I047	174	64.945	BASE+LOGAN+12CY
D2XB17	6	48.115	BASE+LOGAN+12CY
D6PIR5	89	85.483	BASE+LOGAN+12CY
F4YCI3	10	60.429	BASE+LOGAN+12CY
A7K8H1	35	44.599	BASE+LOGAN+12CY
A7KA57	17	37.697	BASE+LOGAN+12CY
G8H0R3	32	33.986	BASE+LOGAN+12CY
E0YUA5	56	65.72	BASE+LOGAN+12CY
A0MNI0	164	46.514	BASE+LOGAN+12CY
E5EQL2	51	85.182	BASE+LOGAN+12CY
E3VL84	27	30.15	BASE+LOGAN+12CY
E3T4W1	59	90.287	BASE+LOGAN+12CY
D0U240	5	43.819	BASE+LOGAN+12CY
A0A916KPA1	17	43.366	BASE+LOGAN+12CY
F1AWV6	5	54.214	BASE+LOGAN+12CY
A7RBR4	6	60.493	BASE+LOGAN+12CY
A7IWZ2	11	43.724	BASE+LOGAN+12CY
A0A9E7MU22	56	77.741	BASE+LOGAN+12CY
B3FJW2	125	75.433	BASE+LOGAN+12CY
A0A192YCC5	137	85.882	BASE+LOGAN+12CY
G3MBB8	392	86.771	BASE+LOGAN+12CY
A0A1B4XX80	31	77.511	BASE+LOGAN+12CY
A0A9E7SZC9	35	86.08	BASE+LOGAN+12CY
B0YLU5	4	49.542	BASE+LOGAN+12CY
G4YA81	11	86.978	BASE+LOGAN+12CY
E2ILB3	11	46.851	BASE+LOGAN+12CY
F8SK15	10	78.977	BASE+LOGAN+12CY
A0A1B1IQZ0	17	59.905	BASE+LOGAN+12CY
C1JK40	48	51.066	BASE+LOGAN+12CY
G3MB10	5	87.867	BASE+LOGAN+12CY
A0A976RUE8	7	83.174	BASE+LOGAN+12CY
A0A1C3NFD1	9	83.417	BASE+LOGAN+12CY
